Fecha instalación,Fecha de registro,ID del proyecto,Código del sistema,Comunidad,Municipio,Coordenadas,Tecnología,Fotos de SCALLs,Enlace Fotos en Google Drive,Número de beneficiarios / habitantes,Número de mujeres,Número de hombres,Número de niños,Número de niñas,Colaborador principal,Otro colaborador ,Financiador,Otro(s) financiador(es),Proyecto / Ministración ,Tipo de proyecto,Año (NO EDITEN),Mes (NO EDITEN
2025-04-08,,202408013,02-23-03-53,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202307004,02-23-03-54,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,3,2,1,1,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202307002,02-23-03-55,Purísima del Monte,San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,1,3,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202307004,02-23-03-56,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,4,1,,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-01-28,,202306007,02-23-03-58,Ex-Hacienda de Ojuelos,San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,1,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,1
2025-03-12,,202206003,02-23-03-61,La Vaciada,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,2,CUVAPAS,Caminos de Agua,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-03-11,,202305004,02-23-03-62,El Corcovado,San Luis de la Paz,,Filtro - Aguadapt,,,,1,0,0,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-03-11,,202307001,02-23-03-63,El Corcovado,San Luis de la Paz,,Filtro - Aguadapt,,,,1,0,0,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-04-08,,202408014,02-23-03-65,Los Dolores (Las Quince Letras),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,0,3,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-03-11,,202307001,02-23-03-67,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,2,0,0,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-03-12,,202206004,02-23-03-70,San José del Carmen (El Cascarero),San Luis de la Paz,,Filtro - Aguadapt,,,,2,1,3,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-02-11,,202305008,02-23-03-71,Purísima del Monte,San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,1,1,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-03-12,,100001002,02-23-03-72,San José del Carmen (El Cascarero),San Luis de la Paz,,Filtro - Aguadapt,,,,5,1,4,4,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,3
2025-04-08,,202408007,02-23-03-73,Pozo Hondo (Ex-Hacienda de Pozo Hondo),San Luis de la Paz,,Filtro - Aguadapt,,,,2,1,,,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202307004,02-23-03-74,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,4,1,2,2,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202305007,02-23-03-75,El Socorro,San Diego de la Unión,,Filtro - Aguadapt,,,,1,,1,2,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-03-12,,100001002,02-23-03-76,San José del Carmen (El Cascarero),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,0,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,3
2025-03-12,,202010003,02-23-03-77,San José del Carmen (El Cascarero),San Luis de la Paz,,Filtro - Aguadapt,,,,3,2,0,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-03-11,,202202013,02-23-03-78,Matancillas (Puerto de Matancillas),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-03-12,,202305005,02-23-03-83,San José del Carmen (El Cascarero),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,2,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-04-08,,202408012,02-23-03-84,Norita del Refugio,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-01-28,,202306009,02-23-03-87,La Tinaja,San Diego de la Unión,,Filtro - Aguadapt,,,,2,2,2,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,1
2025-03-12,,202408010,02-23-03-88,Vista Hermosa,San Luis de la Paz,,Filtro - Aguadapt,,,,2,2,1,2,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,3
2025-03-11,,202307001,02-23-03-89,La Peñita,San Luis de la Paz,,Filtro - Aguadapt,,,,2,1,0,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-03-11,,202011002,02-23-03-89,Matancillas (Puerto de Matancillas),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,3,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-07-25,,100001001,02-23-03-90,Galancillo,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,1,,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,7
2025-09-08,,202406013,02-23-03-91,Palma Gorda,San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,1,1,Administración Municipal de SDU,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,9
2025-02-11,,202307003,02-23-03-93,Tres Esquinas,San Diego de la Unión,,Filtro - Aguadapt,,,,2,,1,1,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-04-08,,202408013,02-23-03-94,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-04-08,,202408012,02-23-03-95,Norita del Refugio,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-04-08,,202408007,02-23-03-96,Pozo Hondo (Ex-Hacienda de Pozo Hondo),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,,2,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-14,,100001003,02-23-03-97,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,2,2,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-03-11,,202207001,02-23-03-99,Matancillas (Puerto de Matancillas),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,Caminos de Agua,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-04-08,,202408013,02-23-04-02,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202307003,02-23-04-03,Tres Esquinas,San Diego de la Unión,,Filtro - Aguadapt,,,,2,,1,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202307004,02-23-04-07,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,2,2,1,1,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-04-08,,202408017,02-23-04-11,La Jarrilla,San Luis de la Paz,,Filtro - Aguadapt,,,,1,3,1,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202307004,02-23-04-12,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,2,1,2,0,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202305008,02-23-04-13,Refugio del Monte,San Diego de la Unión,,Filtro - Aguadapt,,,,1,,2,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202307004,02-23-04-14,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,2,1,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-03-11,,202010006,02-23-04-15,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,0,0,40,40,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-02-11,,202307003,02-23-04-16,Tres Esquinas,San Diego de la Unión,,Filtro - Aguadapt,,,,1,2,,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-05-14,,100001003,02-23-04-17,La Piedra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,3,2,2,4,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-14,,100001003,02-23-04-19,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,3,1,,2,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-02-11,,202307003,02-23-04-20,Tres Esquinas,San Diego de la Unión,,Filtro - Aguadapt,,,,1,3,0,4,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-03-11,,202402016,02-23-04-21,El Arbolito,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,2,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,3
2025-02-11,,202307002,02-23-04-22,La Misericordia (Chinches Bravas),San Diego de la Unión,,Filtro - Aguadapt,,,,1,,1,2,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-04-08,,202408007,02-23-04-27,Pozo Hondo (Ex-Hacienda de Pozo Hondo),San Luis de la Paz,,Filtro - Aguadapt,,,,3,2,,,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-03-12,,202206003,02-23-04-28,La Vaciada,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,0,0,CUVAPAS,Caminos de Agua,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-05-14,,100001003,02-23-04-30,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,4,1,,,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-03-11,,202207006,02-23-04-32,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-04-08,,202408016,02-23-04-33,Matancillas (Puerto de Matancillas),San Luis de la Paz,,Filtro - Aguadapt,,,,2,2,0,2,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-01-28,,202306005,02-23-04-34,Barranca de Cano,San Diego de la Unión,,Filtro - Aguadapt,,,,1,2,,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,1
2025-04-08,,202408012,02-23-04-35,Norita del Refugio,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,2,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-03-11,,202307001,02-23-04-36,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-03-11,,202202013,02-23-04-37,Matancillas (Puerto de Matancillas),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,2,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-04-08,,202408018,02-23-04-38,El Arbolito,San Luis de la Paz,,Filtro - Aguadapt,,,,1,0,2,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202305008,02-23-04-39,Purísima del Monte,San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,0,3,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-03-12,,202402008,02-23-04-40,Vista Hermosa,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,2,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,3
2025-05-14,,100001003,02-23-04-41,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,1,0,1,0,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-04-08,,202408007,02-23-04-43,Pozo Hondo (Ex-Hacienda de Pozo Hondo),San Luis de la Paz,,Filtro - Aguadapt,,,,3,2,2,3,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-14,,100001003,02-23-04-44,La Piedra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,9,,35,36,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-04-08,,202408017,02-23-04-46,La Jarrilla,San Luis de la Paz,,Filtro - Aguadapt,,,,5,3,3,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202307003,02-23-04-50,Tres Esquinas,San Diego de la Unión,,Filtro - Aguadapt,,,,3,1,1,1,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202307003,02-23-04-51,Tres Esquinas,San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,1,2,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-02-11,,202307004,02-23-04-52,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,4,3,2,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-05-14,,100001003,02-23-04-53,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,4,3,2,2,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-03-11,,202011002,02-23-04-55,Matancillas (Puerto de Matancillas),San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,Agua y Salud,Cosecha de agua de lluvia,2025,3
2025-05-14,,100001003,02-23-04-56,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,2,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-07-25,,100001001,02-23-04-57,Tepozanes,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,7
2025-03-14,,100001001,02-23-04-58,San Elías,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,1,1,1,2,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,3
2025-04-08,,202408016,02-23-04-59,Matancillas (Puerto de Matancillas),San Luis de la Paz,,Filtro - Aguadapt,,,,2,,1,0,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202307002,02-23-04-61,La Misericordia (Chinches Bravas),San Diego de la Unión,,Filtro - Aguadapt,,,,3,1,1,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-04-08,,202408013,02-23-04-62,Vergel de Guadalupe,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,2,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-14,,100001003,02-23-04-63,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,1,2,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-14,,100001003,02-23-04-65,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,1,,2,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-04-08,,202408015,02-23-04-67,Santa Rosa de Ochoa,San Luis de la Paz,,Filtro - Aguadapt,,,,1,1,1,1,CUVAPAS,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-02-11,,202307004,02-23-04-68,Puerta de Marcial (San Isidro de la Cruz),San Diego de la Unión,,Filtro - Aguadapt,,,,1,3,,,Administración Municipal de SDU,,Municipality of San Diego de la Unión,,AEA - Ministración 1 ,Cosecha de agua de lluvia,2025,2
2025-05-14,,100001003,02-23-04-70,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,3,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-04-21,,202409005,02-23-04-71,San Pedro de la Sierra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,1,1,2,0,Caminos de Agua,,Amistad Canada,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-26,,100001003,02-23-04-72,La California,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,1,,,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-07-30,,202407006,02-23-04-74,Presa de Monjas,San Diego de la Unión,,Filtro - Aguadapt,,,,2,3,1,,Administración Municipal de SDU,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,7
2025-05-26,,100001003,02-23-04-75,Ejido Gómez Villanueva,San Diego de la Unión,,Filtro - Aguadapt,,,,2,2,2,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-26,,100001003,02-23-04-76,Pozo Ademado,San Diego de la Unión,,Filtro - Aguadapt,,,,2,1,,,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-04-21,,202409006,02-23-04-78,Peña Colorada,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,3,0,3,0,Caminos de Agua,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-14,,100001003,02-23-04-79,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,1,2,1,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-26,,100001003,02-23-04-80,La California,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,1,,1,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-04-21,,202409005,02-23-04-81,San Pedro de la Sierra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,1,0,0,Caminos de Agua,,Amistad Canada,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-04-21,,202409005,02-23-04-82,San Pedro de la Sierra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,2,1,Caminos de Agua,,Amistad Canada,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-26,,100001003,02-23-04-83,Ejido Gómez Villanueva,San Diego de la Unión,,Filtro - Aguadapt,,,,1,1,3,,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-14,,100001003,02-23-04-84,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,,1,,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-26,,100001003,02-23-04-86,Ejido Gómez Villanueva,San Diego de la Unión,,Filtro - Aguadapt,,,,2,3,1,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-14,,100001003,02-23-04-87,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,3,2,,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-04-21,,202409005,02-23-04-88,San Pedro de la Sierra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,5,,1,Caminos de Agua,,Amistad Canada,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-05,,202408006,02-23-04-89,Vivienda de Abajo,San Miguel de Allende,,Filtro - Aguadapt,,,,1,1,2,0,Caminos de Agua,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,5
2025-05-21,,202405015,02-23-04-90,Venadito y Varal,San Diego de la Unión,,Filtro - Aguadapt,,,,1,2,,,Administración Municipal de SDU,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,5
2025-04-21,,202409005,02-23-04-92,San Pedro de la Sierra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,1,1,Caminos de Agua,,Amistad Canada,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,4
2025-05-14,,100001003,02-23-04-93,Adjuntas del Monte,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,1,1,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-27,,100001003,02-23-04-94,Pozo Ademado,San Diego de la Unión,,Filtro - Aguadapt,,,,1,,1,,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-14,,100001003,02-23-04-95,La Piedra,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,2,2,0,1,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
2025-05-21,,202407011,02-23-04-96,El Mezquital,San Diego de la Unión,,Filtro - Aguadapt,,,,2,1,3,0,Administración Municipal de SDU,,FGRA - Fundación Gonzalo Río Arronte,,AEA - Ministración 2,Cosecha de agua de lluvia,2025,5
2025-05-26,,100001003,02-23-04-97,La California,Dolores Hidalgo Cuna de la Independencia Nacional,,Filtro - Aguadapt,,,,1,1,1,3,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,Fill up that field in Project Private,2025,5
